student_id,social_media_hours,netflix_hours,screen_time,internet_quality,exam_score,Pass_Fail
100335,3.8,0.2,8.8,Low,90,1
100336,3.3,3.8,13.9,Low,96,1
100344,4.9,0.5,9.1,Low,100,1
100348,0.1,0.4,7.4,Medium,91,1
100361,3.8,0.0,10.7,Medium,100,1
100377,4.1,2.0,13.5,Low,100,1
100396,4.6,0.1,6.4,Low,69,1
100398,4.1,0.5,7.5,Medium,100,1
100400,4.6,1.0,15.1,Medium,100,1
100411,4.5,0.7,8.0,High,100,1
100415,1.4,1.7,5.6,High,100,1
100425,3.0,0.9,10.6,Medium,100,1
100427,3.6,3.2,12.8,High,74,1
100431,2.2,1.5,6.9,Low,100,1
100433,4.5,0.6,9.5,Low,93,1
100434,1.7,2.0,9.8,Low,79,1
100441,1.7,0.2,9.8,High,100,1
100448,1.7,2.7,12.1,Medium,94,1
100453,3.0,3.6,11.9,Low,96,1
100468,2.1,1.8,8.5,Low,100,1
100474,2.7,3.9,13.6,High,75,1
100475,1.2,1.1,7.3,Medium,72,1
100476,1.0,1.1,7.8,Medium,86,1
100481,3.1,2.4,12.0,High,100,1
100484,3.4,2.2,9.6,Medium,93,1
100499,3.0,1.4,11.4,Medium,100,1
100508,3.4,3.5,13.6,High,90,1
100513,1.4,3.8,8.4,Medium,65,1
100514,2.6,0.2,9.1,High,94,1
100517,4.6,0.8,12.1,Medium,93,1
100523,3.4,3.3,11.4,High,84,1
100529,0.1,0.1,2.7,High,85,1
100530,0.7,2.4,13.3,Medium,99,1
100537,1.0,0.6,6.9,Low,93,1
100555,4.4,3.0,14.4,Medium,85,1
100558,1.4,3.4,9.4,High,87,1
100559,2.2,3.1,10.1,Low,76,1
100566,4.2,1.5,12.5,Medium,100,1
100572,0.5,1.7,9.9,High,99,1
100585,3.4,0.1,8.5,Low,83,1
100594,0.6,2.9,10.4,High,100,1
100599,2.4,0.0,10.8,High,100,1
100601,2.8,1.9,12.7,High,91,1
100602,0.9,1.9,12.6,Medium,95,1
100625,1.4,2.4,7.8,Medium,87,1
100638,2.3,0.5,7.8,Medium,71,1
100639,1.7,1.6,8.0,High,100,1
100647,3.6,2.1,7.1,High,99,1
100653,1.1,3.3,9.8,Low,100,1
100658,0.0,1.0,6.2,High,84,1
100661,1.5,0.7,11.3,High,97,1
100662,3.8,3.5,11.2,High,94,1
100680,4.8,1.3,13.4,Low,98,1
100681,3.3,0.5,9.8,Low,96,1
100682,2.3,2.7,9.7,Low,88,1
100691,3.8,2.9,11.5,Low,69,1
100702,4.8,3.8,15.0,High,89,1
100704,3.0,3.4,12.8,High,98,1
100715,1.1,1.8,9.5,Low,73,1
100716,0.3,2.9,6.5,Low,64,1
100718,1.3,1.7,8.0,High,99,1
100722,3.0,3.5,11.8,Medium,92,1
100727,2.7,0.5,9.3,High,80,1
100748,1.9,3.3,12.8,Medium,87,1
100757,3.5,4.0,17.4,High,100,1
100764,2.9,1.5,5.3,High,96,1
100771,0.9,2.8,9.0,Low,100,1
100773,0.3,0.4,5.7,High,100,1
100776,2.7,0.5,5.2,Medium,100,1
100786,0.9,3.6,12.0,Medium,93,1
100791,2.5,0.6,6.6,Medium,95,1
100808,3.9,2.2,11.1,High,93,1
100809,2.7,3.2,11.8,Medium,100,1
100817,1.9,2.7,7.1,Medium,92,1
100821,4.4,2.8,12.2,Low,91,1
100840,4.3,0.2,11.4,Medium,91,1
100849,3.7,0.5,9.8,High,83,1
100862,4.0,0.9,12.8,Medium,97,1
100863,4.6,3.1,17.7,Low,100,1
100870,4.2,2.7,13.2,Low,97,1
100871,1.2,1.8,6.2,Low,77,1
100875,0.4,2.2,10.2,Low,100,1
100877,1.0,2.9,6.7,Medium,100,1
100882,1.0,3.0,12.1,Low,96,1
100883,2.2,3.3,14.3,Low,92,1
100884,4.9,1.4,12.6,High,90,1
100892,2.5,1.4,9.7,Low,97,1
100903,0.6,1.7,10.6,Medium,99,1
100905,1.0,0.0,7.5,Low,97,1
100917,2.0,3.7,11.6,Medium,63,1
100929,2.5,2.2,14.7,High,100,1
100931,5.0,0.9,12.3,Medium,99,1
100933,2.7,2.1,12.6,Medium,98,1
100935,4.6,0.8,15.1,Medium,100,1
100941,4.5,1.2,12.3,Low,100,1
100948,1.6,3.3,10.5,High,89,1
100955,1.9,0.5,7.6,Low,100,1
100958,2.0,1.6,13.5,Medium,88,1
100976,2.1,2.1,10.3,Low,100,1
100985,2.0,1.6,7.2,Medium,58,0
100987,1.9,2.4,8.7,Low,100,1
100991,1.6,0.9,9.4,Low,85,1
101000,3.7,0.3,10.3,Low,100,1
101003,0.4,3.8,9.1,High,97,1
101004,2.0,1.9,10.2,High,100,1
101012,3.9,3.8,16.4,Medium,95,1
101018,4.6,1.5,13.3,Medium,90,1
101020,0.6,2.3,8.3,Medium,72,1
101024,0.3,1.1,10.4,High,97,1
101026,4.6,0.7,13.8,Medium,100,1
101027,4.7,1.0,12.5,Medium,92,1
101028,2.8,2.8,11.4,Medium,83,1
101033,3.3,2.5,17.5,Medium,100,1
101050,3.8,2.9,15.4,Low,89,1
101057,4.8,1.4,11.8,Medium,70,1
101060,0.0,2.0,3.9,Low,93,1
101064,0.3,1.8,10.9,High,100,1
101071,4.2,1.2,9.3,Low,86,1
101079,1.0,0.9,3.8,Low,56,0
101080,4.4,3.3,14.1,Medium,99,1
101086,2.2,2.5,10.7,High,82,1
101087,0.6,1.7,9.5,Low,82,1
101097,2.4,0.1,10.3,High,99,1
101099,4.2,2.1,10.9,Medium,82,1
101105,1.3,0.9,9.2,Medium,100,1
101111,2.1,0.7,6.7,High,95,1
101120,4.8,2.4,10.6,Medium,80,1
101122,2.3,3.5,12.8,Low,97,1
101126,2.1,0.3,5.7,Medium,83,1
101137,4.6,1.6,11.4,Low,93,1
101138,3.2,2.0,13.1,High,93,1
101142,2.2,3.5,9.7,Medium,96,1
101144,1.8,2.7,10.8,Medium,74,1
101152,3.2,1.1,11.3,Medium,100,1
101156,2.0,0.4,10.2,Medium,89,1
101166,4.7,1.0,8.2,Low,60,1
101170,2.0,2.2,11.7,High,95,1
101171,2.6,1.5,9.4,High,70,1
101172,1.3,2.3,11.4,Medium,78,1
101178,2.7,0.1,9.4,Low,87,1
101182,1.2,1.8,11.0,Medium,77,1
101186,1.8,1.6,8.6,Medium,100,1
101192,2.4,3.5,10.7,High,85,1
101210,2.9,2.2,13.9,High,98,1
101213,4.6,3.4,12.6,High,81,1
101217,3.5,0.6,11.7,Low,95,1
101220,5.0,2.4,16.5,Low,71,1
101228,2.1,1.7,10.9,High,92,1
101231,2.5,1.3,9.0,Low,92,1
101236,4.8,1.6,15.7,Medium,100,1
101241,4.2,1.9,14.5,Medium,79,1
101248,3.2,3.6,12.8,Medium,92,1
101249,2.6,1.4,8.4,Low,99,1
101264,5.0,0.3,10.3,Medium,100,1
101273,1.0,1.0,11.3,Medium,100,1
101280,3.4,3.2,13.4,Low,84,1
101295,1.4,3.3,10.0,High,100,1
101304,2.5,2.2,12.0,High,93,1
101307,1.8,1.0,7.7,Medium,79,1
101316,5.0,3.4,12.3,Medium,91,1
101326,1.9,3.7,9.1,Low,75,1
101340,0.3,3.0,10.4,Low,99,1
101341,0.0,0.0,2.5,High,72,1
101344,3.2,0.9,10.1,Low,97,1
101346,2.5,0.4,10.4,Low,95,1
101347,3.1,2.2,9.5,Medium,95,1
101352,3.3,1.0,6.4,Medium,94,1
101353,4.2,1.9,11.3,Medium,72,1
101359,2.5,3.0,11.2,High,86,1
101360,0.6,3.6,5.4,Low,67,1
101362,3.9,2.6,12.8,High,98,1
101386,2.6,1.8,7.7,Medium,69,1
101397,0.7,0.0,6.5,Low,81,1
101400,3.2,1.1,9.4,Low,94,1
101403,1.6,2.5,10.4,High,68,1
101409,2.3,2.8,13.0,Low,100,1
101416,0.6,4.0,7.2,High,100,1
101423,3.6,3.4,13.2,Low,71,1
101426,1.4,2.3,7.3,High,81,1
101430,2.0,1.5,10.0,Low,100,1
101442,0.5,3.0,9.3,Low,76,1
101443,0.7,1.0,8.2,Medium,91,1
101445,4.9,3.6,16.0,Low,87,1
101448,0.7,2.9,8.5,Medium,100,1
101450,4.0,0.3,9.9,Medium,100,1
101452,0.0,3.9,6.9,Low,77,1
101458,3.8,1.1,12.5,Medium,83,1
101461,4.9,1.6,12.2,Medium,67,1
101466,3.9,1.2,13.4,High,78,1
101468,2.0,3.3,13.3,High,75,1
101490,1.6,0.5,5.9,Medium,85,1
101491,2.1,2.5,11.5,High,100,1
101494,0.4,0.2,8.8,Low,99,1
101497,3.5,1.0,10.9,Low,91,1
101514,0.8,2.3,8.4,High,73,1
101526,4.5,3.5,11.9,Low,76,1
101530,1.7,3.9,11.0,Medium,78,1
101540,0.7,1.4,9.8,Medium,99,1
101545,4.2,2.2,11.3,High,58,0
101552,4.0,3.8,13.8,Medium,100,1
101557,0.4,1.7,6.7,High,100,1
101560,2.9,2.9,11.6,Low,99,1
101562,2.6,2.8,14.1,Low,100,1
101563,0.3,1.3,7.1,High,96,1
101567,0.4,3.4,9.5,Medium,100,1
101569,3.3,3.0,14.7,High,100,1
101586,0.7,3.0,13.4,High,97,1
101596,0.2,1.3,4.6,Low,100,1
101612,4.8,0.2,14.6,Medium,100,1
101617,3.9,1.8,10.3,Medium,72,1
101646,3.4,1.6,12.9,High,96,1
101649,3.0,0.3,7.7,Medium,92,1
101652,0.1,2.7,7.0,High,85,1
101662,0.7,2.1,10.4,High,100,1
101670,4.5,3.3,13.2,Medium,90,1
101678,4.8,1.4,10.3,High,97,1
101679,1.1,2.1,11.5,Medium,100,1
101694,0.8,0.7,8.7,Low,100,1
101696,0.8,2.8,10.5,Low,75,1
101707,4.2,2.1,12.3,Medium,93,1
101714,4.2,1.3,10.2,High,100,1
101715,3.6,2.1,12.8,High,71,1
101716,3.3,1.6,10.6,Medium,75,1
101719,4.9,3.6,14.6,High,98,1
101736,0.9,3.9,11.6,Low,100,1
101742,3.4,1.8,8.9,Low,58,0
101744,4.9,0.9,10.8,Low,67,1
101755,4.6,2.5,14.3,High,100,1
101758,2.5,0.2,5.7,High,98,1
101765,2.1,0.9,7.5,High,72,1
101769,1.8,2.2,8.4,Medium,98,1
101773,3.0,1.1,7.3,High,100,1
101780,1.3,2.6,10.1,Low,98,1
101790,1.1,2.0,11.3,Low,74,1
101792,0.2,2.0,7.9,Low,85,1
101808,0.5,1.4,11.6,Medium,100,1
101821,2.4,3.8,12.8,Low,86,1
101826,2.9,1.5,10.5,Medium,97,1
101837,0.9,1.7,10.8,Medium,93,1
101849,2.5,0.3,9.6,Medium,93,1
101863,2.4,1.4,7.9,Medium,83,1
101873,2.3,2.1,10.1,Medium,100,1
101878,3.0,0.9,7.1,Low,79,1
101892,0.3,3.8,11.2,High,78,1
101898,4.7,2.1,14.1,High,87,1
101906,0.0,0.8,9.1,High,98,1
101908,0.8,3.9,16.0,Low,100,1
101916,1.2,3.6,7.6,Medium,99,1
101922,2.4,4.0,12.4,Medium,96,1
101924,3.8,1.2,12.8,Low,100,1
101930,2.5,0.1,8.8,Medium,98,1
101932,1.6,2.4,6.8,Medium,77,1
101933,4.2,3.0,14.5,Low,71,1
101939,0.8,3.2,9.3,Medium,78,1
101947,3.2,3.8,11.8,Medium,93,1
101948,1.4,3.6,10.3,High,90,1
101952,0.2,2.7,9.6,Medium,73,1
101955,3.2,0.3,12.5,Medium,99,1
101958,3.1,0.7,6.4,High,96,1
101971,3.2,1.0,10.9,Low,79,1
101975,3.4,3.7,12.2,Medium,78,1
101989,3.9,3.9,14.1,Low,98,1
101994,2.9,0.8,6.5,Medium,82,1
101995,4.9,0.6,12.4,Medium,80,1
102000,3.8,3.7,15.2,High,77,1
102002,3.9,0.1,5.5,Low,60,1
102003,4.7,2.3,14.4,Medium,99,1
102006,1.4,1.9,5.5,Medium,100,1
102014,0.1,1.8,7.2,Medium,67,1
102015,2.8,1.5,12.1,High,100,1
102018,1.1,1.0,7.2,High,74,1
102028,2.4,1.5,11.0,Low,93,1
102033,2.3,3.4,15.1,High,100,1
102034,2.2,2.8,14.4,Medium,93,1
102047,2.9,1.8,6.6,High,100,1
102051,4.1,1.8,14.3,High,95,1
102053,4.3,1.1,8.5,Low,84,1
102079,0.9,0.4,6.3,High,70,1
102093,1.7,0.5,9.4,Medium,100,1
102101,1.8,0.2,10.9,Medium,90,1
102104,0.3,0.9,9.4,Medium,100,1
102105,2.8,0.9,11.6,Low,100,1
102106,1.5,0.3,13.6,Low,100,1
102111,1.3,3.3,8.0,Medium,96,1
102116,3.0,3.5,11.3,Low,73,1
102136,3.5,1.7,7.7,Low,78,1
102142,2.5,2.8,6.3,High,86,1
102147,2.3,0.9,11.2,Low,72,1
102149,1.2,0.9,7.4,Low,48,0
102151,4.9,2.5,12.8,High,100,1
102162,4.4,0.0,8.8,High,94,1
102165,2.6,3.5,11.6,High,100,1
102172,2.9,3.3,10.5,High,100,1
102180,3.9,1.8,11.9,Low,100,1
102184,2.6,0.0,9.5,Medium,100,1
102186,4.1,2.4,13.4,High,99,1
102190,3.8,2.8,13.4,Medium,78,1
102197,1.0,1.4,8.5,Low,62,1
102200,1.6,3.0,11.2,Low,90,1
102207,0.7,3.4,9.9,Medium,97,1
102215,0.2,0.8,5.6,Medium,97,1
102226,1.9,0.2,8.1,Medium,100,1
102236,2.4,3.3,9.6,Low,90,1
102252,4.1,1.3,11.8,High,100,1
102261,2.7,1.1,6.3,High,80,1
102266,1.9,3.1,9.9,Low,75,1
102272,1.8,2.1,15.1,Low,97,1
102278,2.0,3.9,10.7,High,94,1
102281,3.2,0.6,10.4,High,97,1
102284,3.0,1.8,14.5,Medium,89,1
102288,3.0,2.5,10.8,Low,92,1
102290,2.8,2.7,12.5,Medium,78,1
102292,0.1,1.8,5.9,High,90,1
102293,1.3,1.2,7.6,Medium,73,1
102298,3.6,2.2,13.0,Low,98,1
102308,4.0,3.1,10.7,Low,100,1
102310,4.5,2.5,11.6,Low,100,1
102316,4.1,0.1,12.2,Low,85,1
102327,4.5,1.1,13.9,High,100,1
102328,3.5,0.5,10.8,Low,94,1
102330,3.6,3.2,12.7,Medium,98,1
102331,4.1,2.8,10.9,High,100,1
102332,0.1,3.1,9.1,Medium,100,1
102340,0.9,2.8,12.3,Low,100,1
102342,5.0,1.7,13.3,Low,100,1
102346,1.1,3.6,12.4,Low,96,1
102352,3.9,3.0,13.5,Medium,94,1
102358,2.7,2.7,12.6,Medium,90,1
102359,3.5,2.9,13.3,Low,100,1
102361,3.8,3.8,16.4,Low,98,1
102366,0.1,3.1,12.0,Low,97,1
102377,4.9,2.2,14.0,Low,82,1
102391,4.5,3.0,12.8,High,89,1
102400,1.7,2.1,8.3,High,55,0
102401,1.8,0.9,11.2,Medium,100,1
102403,0.3,2.3,12.8,Low,97,1
102411,2.4,1.0,9.3,Medium,96,1
102412,0.3,2.6,6.0,Low,100,1
102417,1.1,3.9,17.3,High,100,1
102422,4.0,1.8,13.9,High,97,1
102430,4.6,3.1,11.7,High,81,1
102446,4.5,1.3,10.4,Medium,100,1
102452,3.0,0.3,7.9,High,91,1
102455,0.1,2.7,10.6,Low,100,1
102468,1.3,3.8,12.5,High,84,1
102472,2.4,0.9,6.0,Low,100,1
102491,1.9,3.5,9.3,High,100,1
102493,1.6,0.7,9.0,Medium,100,1
102494,4.8,2.3,13.2,High,94,1
102497,0.4,3.4,11.5,Low,75,1
102500,3.1,3.2,10.4,Medium,96,1
102504,1.6,1.6,8.1,Low,76,1
102515,3.8,2.9,7.9,Medium,57,0
102526,3.8,0.6,9.2,Low,100,1
102530,3.9,0.6,12.2,Low,93,1
102535,2.2,0.3,10.5,High,100,1
102536,1.5,0.9,8.2,Low,76,1
102540,4.3,2.4,10.6,Low,95,1
102541,4.2,0.4,12.5,Low,100,1
102543,4.2,3.7,14.7,Low,99,1
102548,2.0,0.2,7.2,Low,95,1
102551,1.9,1.0,7.3,High,70,1
102557,0.1,0.6,7.3,Medium,87,1
102565,2.4,0.8,6.4,Low,80,1
102573,0.6,3.5,12.0,Medium,95,1
102574,1.5,1.8,6.4,High,98,1
102575,3.1,0.4,12.4,Low,93,1
102583,3.9,3.4,13.3,High,99,1
102586,0.8,1.4,10.2,High,99,1
102587,2.9,0.9,10.8,Medium,80,1
102591,4.0,0.5,12.6,High,100,1
102597,1.0,3.2,12.7,High,100,1
102605,1.0,0.8,8.6,High,100,1
102606,0.1,0.5,5.1,Low,82,1
102607,1.9,3.3,10.2,Low,100,1
102614,3.6,2.8,10.4,Medium,100,1
102615,2.5,2.3,6.3,Medium,73,1
102617,4.3,2.4,17.9,High,95,1
102648,1.9,2.1,7.6,High,72,1
102653,2.5,3.8,15.5,Low,100,1
102654,1.0,2.4,7.8,High,80,1
102656,4.6,2.6,13.4,Low,100,1
102664,0.2,3.4,7.9,High,57,0
102669,3.6,3.7,14.1,Medium,98,1
102674,0.8,3.7,11.8,Low,78,1
102676,4.0,3.5,13.7,Medium,100,1
102687,1.4,2.4,10.9,High,100,1
102694,3.7,1.3,10.2,Medium,82,1
102698,0.1,2.4,12.4,Medium,100,1
102705,1.3,0.8,7.6,High,100,1
102707,3.8,1.1,11.0,Low,97,1
102716,2.3,1.2,12.3,Medium,100,1
102719,2.5,3.8,6.6,Medium,100,1
102720,0.6,0.8,9.5,High,97,1
102735,0.0,3.3,10.4,Medium,66,1
102739,5.0,1.8,12.1,Low,89,1
102741,2.8,3.6,10.6,High,79,1
102743,2.0,2.9,9.7,High,78,1
102749,3.1,2.5,11.0,Medium,96,1
102755,3.2,3.4,11.9,High,100,1
102759,3.4,2.3,7.9,Low,93,1
102764,2.9,1.8,7.3,High,91,1
102766,1.0,1.2,9.2,Low,96,1
102771,2.2,2.8,12.0,Low,100,1
102781,1.9,3.0,11.8,Low,96,1
102787,0.1,2.1,8.7,Low,100,1
102790,3.5,1.1,13.1,Low,100,1
102800,0.3,0.8,8.5,Medium,95,1
102804,0.3,2.3,7.1,Low,100,1
102807,2.1,0.5,10.7,Low,90,1
102809,1.5,2.6,6.1,High,89,1
102818,2.8,1.3,9.6,Medium,100,1
102819,0.7,3.6,11.8,Low,91,1
102820,4.5,2.4,12.9,Medium,87,1
102824,1.1,3.1,11.2,High,94,1
102826,0.9,3.2,11.0,High,72,1
102828,2.8,3.3,12.1,High,100,1
102837,0.5,1.1,9.6,High,91,1
102841,3.1,3.4,9.3,Medium,100,1
102842,1.1,3.1,11.4,High,100,1
102847,1.9,1.9,12.1,High,100,1
102855,1.7,0.6,10.7,Medium,88,1
102857,3.1,1.7,7.2,Medium,80,1
102867,4.0,3.6,12.5,Medium,72,1
102872,0.4,0.0,3.1,High,86,1
102886,1.4,2.9,8.4,High,100,1
102893,4.7,3.4,10.3,High,95,1
102895,0.8,0.8,4.8,High,58,0
102896,1.7,0.6,7.2,High,97,1
102898,3.1,3.6,15.4,High,100,1
102909,0.5,2.0,5.5,Medium,63,1
102911,2.5,2.6,12.3,High,92,1
102912,2.9,0.1,8.2,Medium,100,1
102915,3.6,2.5,12.6,Low,98,1
102918,2.5,2.6,10.8,High,100,1
102934,4.9,2.3,16.6,Low,100,1
102943,0.7,3.1,12.1,Medium,94,1
102947,0.6,0.0,4.4,Low,84,1
102949,1.2,2.8,10.4,Low,95,1
102973,2.0,2.8,10.9,High,100,1
102974,3.0,0.4,9.4,Medium,98,1
102976,2.7,3.4,14.6,Medium,76,1
102977,1.3,1.9,7.0,High,100,1
102978,1.3,3.2,9.8,Medium,79,1
102983,0.9,2.7,12.1,High,82,1
102984,3.3,3.0,10.5,Low,77,1
102992,3.4,0.4,10.0,High,100,1
102995,2.5,0.3,10.3,Low,94,1
103000,2.7,0.2,8.4,Medium,90,1
103003,3.3,0.1,9.0,Low,67,1
103008,0.6,3.6,12.0,Low,100,1
103009,2.1,3.4,8.3,Low,61,1
103019,0.1,3.9,8.6,Low,95,1
103028,1.4,0.1,7.9,Medium,82,1
103031,4.5,2.3,15.3,Medium,96,1
103035,1.3,1.7,8.6,Medium,74,1
103037,3.4,0.8,10.1,High,87,1
103043,0.9,3.3,9.5,High,92,1
103052,4.4,2.8,15.2,Low,93,1
103056,2.6,1.3,10.9,Low,94,1
103059,2.5,3.0,12.7,High,100,1
103061,4.0,3.2,9.3,Medium,87,1
103062,1.5,0.7,7.7,High,100,1
103070,4.1,2.7,13.8,Low,94,1
103075,4.7,0.3,13.1,High,97,1
103082,1.6,2.2,11.2,High,96,1
103086,1.1,0.8,5.0,High,94,1
103093,3.8,0.9,8.4,High,77,1
103097,0.5,1.6,4.6,Low,100,1
103115,1.2,2.6,9.8,Medium,86,1
103128,4.5,3.5,13.7,Low,80,1
103134,1.8,2.8,7.8,High,55,0
103142,4.2,2.1,10.8,High,61,1
103146,4.1,2.3,10.8,Medium,100,1
103159,2.3,0.1,6.7,Medium,85,1
103163,2.6,2.4,8.4,Low,100,1
103166,5.0,0.6,9.2,High,81,1
103168,3.2,2.3,6.6,High,100,1
103170,3.4,3.6,14.5,High,100,1
103171,0.3,2.2,6.8,Medium,97,1
103178,4.2,2.0,12.1,Medium,84,1
103183,1.2,3.7,8.8,Low,51,0
103184,3.6,1.3,11.8,Low,81,1
103186,4.4,3.8,11.8,Low,100,1
103187,2.1,2.8,11.9,Low,100,1
103192,2.9,2.2,16.8,Medium,100,1
103194,1.2,2.9,9.7,Medium,95,1
103211,3.4,3.5,9.5,High,84,1
103213,2.4,3.5,11.1,Medium,69,1
103216,3.6,3.0,10.2,Medium,81,1
103221,1.0,2.3,10.0,Low,76,1
103228,2.4,1.6,12.0,Low,100,1
103229,5.0,3.0,14.8,Medium,100,1
103230,5.0,0.4,8.7,Medium,100,1
103238,3.8,2.9,16.3,Low,91,1
103241,3.9,1.0,9.5,High,95,1
103247,3.2,1.0,9.2,High,89,1
103256,0.7,3.9,13.7,Low,100,1
103261,0.9,1.0,7.6,High,100,1
103262,4.4,0.0,15.2,High,83,1
103267,0.3,3.3,8.5,High,92,1
103281,2.2,1.0,8.2,Medium,69,1
103289,1.6,0.8,13.2,Low,99,1
103295,0.8,3.5,14.9,High,100,1
103297,0.6,2.7,7.4,High,79,1
103299,2.0,0.7,6.1,Low,90,1
103306,2.4,2.8,13.9,Medium,96,1
103312,2.4,0.3,6.7,Low,100,1
103320,2.2,2.4,10.1,Low,100,1
103325,2.9,2.2,10.6,Low,86,1
103326,0.0,3.1,8.6,Medium,84,1
103343,0.6,1.9,8.6,Low,74,1
103355,4.7,1.9,10.8,Low,78,1
103361,4.2,2.4,12.4,Low,83,1
103367,4.6,3.9,14.5,Low,88,1
103373,0.5,1.9,6.2,High,78,1
103376,0.3,1.0,6.2,High,89,1
103379,2.6,0.4,7.8,Medium,97,1
103383,4.5,3.1,14.3,High,100,1
103398,5.0,3.5,11.3,High,99,1
103400,0.1,1.9,7.4,High,100,1
103402,1.6,2.1,9.4,Medium,97,1
103409,1.0,0.1,4.5,Low,95,1
103416,0.3,2.6,9.8,High,93,1
103430,3.9,3.9,14.5,High,100,1
103435,4.7,0.6,11.3,Medium,73,1
103448,2.4,1.4,13.1,Medium,92,1
103460,4.2,3.7,14.6,Low,92,1
103470,4.3,2.2,10.2,Medium,100,1
103472,4.8,0.8,9.6,Low,100,1
103493,0.7,1.1,7.1,Medium,92,1
103499,2.7,2.1,12.9,Medium,100,1
103504,1.8,0.8,7.3,Medium,91,1
103506,4.5,1.9,13.4,Low,93,1
103517,3.4,2.7,11.5,High,87,1
103521,1.9,1.7,7.9,High,76,1
103522,4.8,3.9,11.0,High,79,1
103528,1.2,2.6,11.9,Low,96,1
103537,1.2,2.5,9.9,High,100,1
103538,2.4,3.4,9.6,Medium,76,1
103559,0.2,1.6,8.3,Medium,73,1
103569,1.8,3.3,9.7,Medium,96,1
103585,1.5,1.0,9.3,Low,100,1
103586,2.5,0.2,8.1,High,92,1
103599,0.2,1.5,6.8,Medium,84,1
103602,4.8,2.5,18.4,High,99,1
103603,3.4,3.8,10.8,Medium,100,1
103608,4.6,1.1,8.5,Low,95,1
103611,4.6,3.9,11.2,High,84,1
103628,2.9,0.8,13.6,Low,100,1
103635,3.4,2.6,7.8,Low,91,1
103652,2.8,3.3,11.7,Medium,100,1
103658,2.6,3.2,13.8,Low,100,1
103671,2.7,3.2,17.8,High,95,1
103677,1.2,3.2,8.7,Low,93,1
103688,0.2,2.6,8.0,Low,97,1
103693,1.2,0.9,10.4,Medium,85,1
103706,0.1,4.0,11.7,Low,88,1
103714,0.3,0.6,2.3,Low,94,1
103716,1.2,0.8,10.4,High,100,1
103728,1.6,1.0,6.8,High,100,1
103734,2.4,2.9,10.4,Low,100,1
103758,4.8,0.8,12.9,Medium,100,1
103759,1.8,0.8,9.4,Medium,96,1
103760,3.9,1.7,9.5,High,100,1
103763,3.9,1.4,14.0,Medium,89,1
103766,1.7,1.9,10.3,Low,100,1
103777,1.6,3.1,10.2,High,98,1
103786,1.5,0.1,11.4,Medium,100,1
103795,0.1,1.0,7.8,Low,95,1
103800,2.8,1.7,10.6,Medium,89,1
103803,4.8,2.0,8.7,Medium,80,1
103806,4.6,3.4,12.1,Low,85,1
103810,3.1,1.1,9.9,Medium,100,1
103817,2.1,1.3,6.9,Medium,95,1
103823,1.8,3.0,11.9,Low,100,1
103828,3.1,3.2,12.5,Medium,75,1
103829,2.6,3.0,7.9,Low,71,1
103834,2.2,0.6,10.8,Medium,100,1
103840,1.0,1.3,6.1,High,100,1
103841,2.8,1.5,12.5,Medium,92,1
