student_id,study_hours_per_day,time_management_score,attendance_percentage,learning_style,study_environment,Study_Stress_Interaction,GPA_Relative_Performance,exam_score,Pass_Fail
100513,1.5074165021419357,3.3,98.2,Auditory,Library,7.235599210281291,-0.7010470341521868,65,1
100514,5.803133587036647,5.3,67.9,Visual,Cafe,32.49754808740522,0.1889529658478128,94,1
100517,5.3847463198010725,3.9,49.4,Kinesthetic,Co-Learning Group,40.92407203048815,0.2889529658478129,93,1
100523,3.773083562903965,8.0,79.0,Visual,Cafe,24.52504315887577,-0.191047034152187,84,1
100529,2.42191356957758,7.9,42.1,Auditory,Co-Learning Group,11.625185133972384,-0.5210470341521871,85,1
100530,8.936727200749635,4.3,68.6,Visual,Co-Learning Group,8.936727200749635,0.348952965847813,99,1
100537,4.77231731974964,5.2,40.6,Reading,Cafe,13.839720227273956,0.348952965847813,93,1
100555,5.925394255549947,9.5,70.5,Reading,Library,18.36872219220484,-0.231047034152187,85,1
100558,4.08480678451255,2.8,63.7,Visual,Co-Learning Group,16.3392271380502,0.118952965847813,87,1
100559,3.4383463318851497,4.1,86.1,Auditory,Dorm,20.6300779913109,-0.691047034152187,76,1
100566,5.013011855688407,2.4,68.5,Auditory,Library,38.60019128880074,0.2489529658478129,100,1
100572,6.318254401917695,5.3,43.0,Kinesthetic,Library,10.109207043068311,0.348952965847813,99,1
100585,3.455963076906879,2.8,41.4,Auditory,Quiet Room,14.169448615318204,-0.3310470341521871,83,1
100594,5.334899734625071,7.2,71.4,Auditory,Quiet Room,33.60986832813795,0.348952965847813,100,1
100599,6.799123080686823,8.6,86.3,Kinesthetic,Library,29.23622924695334,0.348952965847813,100,1
100601,6.045918892125166,3.7,74.9,Visual,Cafe,47.15816735857629,-0.2910470341521871,91,1
100602,8.80122529129357,8.7,50.3,Visual,Library,24.643430815621997,0.348952965847813,95,1
100625,3.649450060986812,8.2,75.9,Auditory,Quiet Room,11.678240195157798,-0.0610470341521871,87,1
100638,4.8151701752991,6.6,75.6,Reading,Quiet Room,33.224674209563794,-0.7910470341521871,71,1
100639,4.553036760394782,9.8,44.5,Auditory,Dorm,27.31822056236869,0.2989529658478131,100,1
100647,0.0,1.6,91.7,Auditory,Quiet Room,0.0,0.348952965847813,99,1
100653,4.908439724405247,9.6,93.2,Auditory,Cafe,25.523886566907287,0.348952965847813,100,1
100658,4.699211648470559,4.6,78.2,Visual,Co-Learning Group,16.447240769646957,-0.3110470341521871,84,1
100661,7.919074684961908,7.5,64.5,Kinesthetic,Co-Learning Group,45.93063317277906,0.118952965847813,97,1
100662,3.850292967063672,3.6,87.3,Visual,Quiet Room,30.80234373650937,0.0089529658478131,94,1
100680,5.837241689359141,9.3,52.2,Visual,Cafe,26.85131177105205,0.138952965847813,98,1
100681,5.013294428434552,3.8,62.6,Visual,Co-Learning Group,34.090402113354955,0.348952965847813,96,1
100682,3.0529001223780776,2.5,68.2,Visual,Library,7.937540318183002,-0.211047034152187,88,1
100691,2.8866017917770166,9.5,94.8,Auditory,Library,25.11343558846004,-0.4810470341521871,69,1
100702,4.555396085847574,8.9,50.9,Kinesthetic,Quiet Room,4.555396085847574,0.348952965847813,89,1
100704,5.193271904042562,3.2,51.2,Kinesthetic,Co-Learning Group,22.850396377787277,0.348952965847813,98,1
100715,6.012572730733777,1.9,69.3,Kinesthetic,Dorm,31.86663547288902,-0.4110470341521868,73,1
100716,2.601666444886498,2.8,88.8,Auditory,Cafe,15.870165313807638,-1.0610470341521872,64,1
100718,4.757580888121,6.3,77.6,Visual,Cafe,20.9333559077324,0.348952965847813,99,1
100722,3.7715624653768174,5.5,94.0,Reading,Co-Learning Group,7.543124930753635,0.348952965847813,92,1
100727,5.106630957687029,8.9,56.0,Reading,Library,10.213261915374058,-0.0910470341521869,80,1
100748,5.68237942459813,4.9,66.3,Kinesthetic,Cafe,38.07194214480747,-0.001047034152187,87,1
100757,9.756425685480616,5.7,73.7,Auditory,Cafe,50.73341356449921,0.348952965847813,100,1
100764,0.8082969899711275,9.6,80.0,Auditory,Co-Learning Group,5.253930434812329,0.348952965847813,96,1
100771,5.006119200445209,9.2,44.1,Reading,Quiet Room,23.02814832204796,0.348952965847813,100,1
100773,4.010991740720217,2.9,83.3,Auditory,Dorm,12.032975222160651,0.348952965847813,100,1
100776,1.8959538043372723,3.7,79.1,Visual,Co-Learning Group,13.461272010794634,0.348952965847813,100,1
100786,6.439124379279175,2.7,55.6,Visual,Library,25.7564975171167,0.348952965847813,93,1
100791,1.8207931694723007,4.2,42.3,Auditory,Co-Learning Group,6.7369347270475135,0.348952965847813,95,1
100808,4.958032733174004,9.6,82.6,Visual,Library,36.68944222548763,0.348952965847813,93,1
100809,5.155165755960203,4.0,49.8,Reading,Cafe,13.91894754109255,0.348952965847813,100,1
100817,1.0103243951512977,3.3,44.3,Kinesthetic,Library,6.4660761289683055,-0.0510470341521869,92,1
100821,3.962746279773835,7.9,72.6,Reading,Quiet Room,13.869611979208422,-0.1410470341521872,91,1
100840,6.252225437232055,6.7,55.5,Auditory,Dorm,21.882789030312196,-0.0610470341521871,91,1
100849,4.494563816636616,3.8,40.6,Reading,Dorm,6.741845724954924,-0.441047034152187,83,1
100862,7.012324258878803,2.0,85.2,Kinesthetic,Co-Learning Group,58.20229134869408,0.2889529658478129,97,1
100863,8.516213353500804,8.5,99.9,Reading,Cafe,39.1745814261037,0.348952965847813,100,1
100870,4.45674633042637,3.7,84.4,Kinesthetic,Quiet Room,18.272659954748114,0.348952965847813,97,1
100871,1.3230125206338812,4.0,59.1,Reading,Library,5.821255090789077,-0.7310470341521871,77,1
100875,6.5235316310359694,7.6,45.2,Visual,Cafe,33.270011318283444,0.348952965847813,100,1
100877,1.825921524934736,5.8,55.6,Reading,Library,8.399239014699786,0.348952965847813,100,1
100882,7.971069962613299,7.7,54.8,Kinesthetic,Co-Learning Group,53.40616874950911,-0.0210470341521871,96,1
100883,7.505034571846385,9.3,44.8,Visual,Cafe,29.2696348302009,-0.0910470341521869,92,1
100884,4.855588081185219,8.4,83.3,Reading,Dorm,20.39346994097792,0.348952965847813,90,1
100892,5.262787231041123,7.6,91.2,Auditory,Quiet Room,29.9978872169344,0.0389529658478129,97,1
100903,7.429237962212412,4.2,78.8,Kinesthetic,Library,10.400933147097376,0.348952965847813,99,1
100905,6.1924285087530775,8.7,44.0,Visual,Quiet Room,25.388956885887616,0.348952965847813,97,1
100917,4.399974251396854,7.4,68.4,Visual,Dorm,4.399974251396854,-1.131047034152187,63,1
100929,9.130488729176957,7.6,97.9,Kinesthetic,Quiet Room,62.0873233584033,0.348952965847813,100,1
100931,4.562406079162583,5.2,79.5,Visual,Co-Learning Group,20.987067964147883,0.0289529658478131,99,1
100933,6.013177481510519,6.0,67.3,Reading,Dorm,31.869840652005752,0.348952965847813,98,1
100935,7.875230264620971,4.0,56.8,Kinesthetic,Co-Learning Group,44.888812508339534,0.348952965847813,100,1
100941,6.529330961439155,7.7,95.8,Visual,Library,15.670394307453972,0.348952965847813,100,1
100948,5.107760500128837,8.4,80.1,Visual,Quiet Room,28.092682750708605,0.2289529658478128,89,1
100955,4.129235039713707,2.1,78.8,Visual,Library,14.039399135026605,0.348952965847813,100,1
100958,8.162089061216797,4.4,49.0,Kinesthetic,Library,8.162089061216797,0.1289529658478128,88,1
100976,5.634410640583273,4.7,89.2,Reading,Quiet Room,18.5935551139248,0.348952965847813,100,1
100985,2.5122075306414624,9.6,73.0,Kinesthetic,Cafe,16.329348949169507,-1.3110470341521872,58,0
100987,3.9548369448183367,9.1,94.3,Auditory,Quiet Room,19.774184724091683,0.348952965847813,100,1
100991,5.934712559082776,6.4,92.1,Kinesthetic,Library,23.145378980422823,-0.2910470341521871,85,1
101000,4.877970544481389,7.3,74.8,Kinesthetic,Co-Learning Group,41.46274962809181,0.2389529658478131,100,1
101003,4.50863557548438,9.6,40.7,Reading,Cafe,19.837996532131275,0.348952965847813,97,1
101004,6.053402537310932,9.8,55.4,Kinesthetic,Cafe,6.053402537310932,0.348952965847813,100,1
101012,8.175015539155138,7.6,88.9,Auditory,Co-Learning Group,57.22510877408597,0.0489529658478131,95,1
101018,6.999689336161382,8.9,45.9,Reading,Quiet Room,32.19857094634236,0.348952965847813,90,1
101020,4.785873426340154,1.7,78.5,Auditory,Dorm,30.15100258594297,-0.7010470341521868,72,1
101024,7.041495379801877,2.7,69.2,Visual,Quiet Room,23.236934753346198,0.2689529658478129,97,1
101026,7.243679082713993,9.6,95.4,Visual,Co-Learning Group,50.70575357899795,0.348952965847813,100,1
101027,6.66672191852551,5.2,92.3,Kinesthetic,Cafe,50.00041438894132,-0.0910470341521869,92,1
101028,5.78133879834955,3.0,67.9,Kinesthetic,Co-Learning Group,38.15683606910703,-0.5010470341521871,83,1
101033,11.012894918185646,5.7,61.5,Visual,Library,36.34255323001263,0.348952965847813,100,1
101050,8.177077073148805,4.5,43.7,Reading,Co-Learning Group,24.53123121944641,-0.001047034152187,89,1
101057,4.288447975201983,7.1,99.1,Kinesthetic,Co-Learning Group,19.72686068592912,-0.631047034152187,70,1
101060,1.6513920457591045,5.1,73.6,Auditory,Co-Learning Group,12.385440343193284,-0.1410470341521872,93,1
101064,8.588644282779068,6.8,88.6,Reading,Library,34.35457713111627,0.348952965847813,100,1
101071,3.0482871630352046,3.4,92.4,Auditory,Co-Learning Group,5.791745609766888,-0.151047034152187,86,1
101079,1.7942132719729234,8.7,75.8,Auditory,Dorm,14.353706175783389,-0.9810470341521872,56,0
101080,6.057969725017626,7.2,90.4,Reading,Co-Learning Group,39.98260018511633,0.328952965847813,99,1
101086,5.599154611294952,5.4,93.2,Reading,Quiet Room,6.718985533553942,-0.2710470341521871,82,1
101087,5.861723699489486,2.4,84.6,Auditory,Co-Learning Group,30.48096323734533,-0.3110470341521871,82,1
101097,7.010513819026903,4.6,40.2,Visual,Library,29.444158039912992,0.348952965847813,99,1
101099,4.1290983333443005,3.8,93.7,Visual,Library,23.12295066672808,-0.151047034152187,82,1
101105,6.372560369632085,5.7,86.6,Visual,Dorm,32.50005788512363,0.3189529658478132,100,1
101111,3.536541445545688,8.5,54.0,Auditory,Co-Learning Group,20.51194038416499,-0.0210470341521871,95,1
101120,2.9334635278885006,4.2,78.6,Kinesthetic,Cafe,9.093736936454352,-0.381047034152187,80,1
101122,6.666386967579484,7.3,93.4,Kinesthetic,Co-Learning Group,30.665380050865625,0.348952965847813,97,1
101126,1.9616731153761733,5.5,90.0,Reading,Cafe,10.004532888418485,-0.1410470341521872,83,1
101137,3.899221349923608,2.7,90.1,Kinesthetic,Dorm,24.955016639511094,0.348952965847813,93,1
101138,6.336982556784033,9.2,42.9,Reading,Dorm,6.336982556784033,0.348952965847813,93,1
101142,2.4654091459008773,6.3,52.9,Auditory,Dorm,11.340882071144035,0.158952965847813,96,1
101144,4.990918904295556,7.8,92.4,Auditory,Quiet Room,16.96912427460489,-0.5810470341521872,74,1
101152,5.497664960307572,7.0,66.7,Visual,Co-Learning Group,16.492994880922716,0.1889529658478128,100,1
101156,7.1004815186319234,2.9,58.5,Auditory,Dorm,28.40192607452769,-0.001047034152187,89,1
101166,1.1619553409267596,3.9,41.7,Visual,Quiet Room,9.1794471933214,-1.1610470341521868,60,1
101170,6.29984104475251,1.6,97.3,Kinesthetic,Library,42.208934999841816,0.348952965847813,95,1
101171,4.750402944593422,5.9,48.5,Reading,Co-Learning Group,24.22705501742645,-0.5010470341521871,70,1
101172,6.238071934269938,2.4,47.3,Auditory,Co-Learning Group,48.03315389387852,-0.361047034152187,78,1
101178,5.109767082197873,1.4,93.0,Kinesthetic,Library,18.90613820413213,-0.2710470341521871,87,1
101182,6.506461391776677,6.0,98.2,Kinesthetic,Cafe,26.676491706284374,-0.4510470341521868,77,1
101186,3.879918939602936,5.3,55.2,Reading,Dorm,7.371845985245578,0.348952965847813,100,1
101192,2.9253610573188324,7.3,83.3,Auditory,Cafe,9.06861927768838,-0.0210470341521871,85,1
101210,8.3658079815178,3.8,64.1,Kinesthetic,Quiet Room,32.62665112791942,0.2789529658478131,98,1
101213,4.262394518422253,8.6,60.2,Auditory,Library,30.263001080797995,-0.401047034152187,81,1
101217,6.285923855732438,5.5,92.4,Visual,Cafe,32.05821166423543,0.1889529658478128,95,1
101220,7.781214189728813,4.5,64.4,Visual,Dorm,49.021649395291526,-1.001047034152187,71,1
101228,5.417976261129252,1.7,51.6,Auditory,Quiet Room,10.835952522258504,0.0789529658478129,92,1
101231,3.938735835429733,3.0,64.8,Visual,Co-Learning Group,29.146645182180023,0.2389529658478131,92,1
101236,8.02569652310325,2.9,46.2,Visual,Quiet Room,42.53619157244722,0.3389529658478132,100,1
101241,7.0122163115852105,1.6,54.9,Kinesthetic,Quiet Room,41.37207623835275,-0.2010470341521868,79,1
101248,4.871619016733671,7.7,40.4,Kinesthetic,Library,23.870933181994992,0.1089529658478127,92,1
101249,2.741003166749538,5.6,84.0,Reading,Quiet Room,3.8374044334493527,0.348952965847813,99,1
101264,3.167527276671363,1.6,97.2,Auditory,Co-Learning Group,7.918818191678407,0.348952965847813,100,1
101273,7.757841080700827,1.8,48.7,Reading,Quiet Room,56.63223988911604,0.348952965847813,100,1
101280,4.939992628695235,8.8,44.0,Kinesthetic,Dorm,23.711964617737127,-0.421047034152187,84,1
101295,4.10740205069564,4.7,45.3,Visual,Quiet Room,32.03773599542599,0.348952965847813,100,1
101304,6.935207769486052,1.2,51.7,Auditory,Dorm,6.935207769486052,0.348952965847813,93,1
101307,3.379083841825631,9.9,62.8,Auditory,Quiet Room,21.62613658768404,-0.7410470341521869,79,1
101316,3.367836693697208,9.3,61.8,Auditory,Dorm,5.388538709915533,-0.2010470341521868,91,1
101326,2.141717609959092,3.7,97.0,Reading,Dorm,2.141717609959092,-0.461047034152187,75,1
101340,5.7747824621121335,6.6,75.9,Visual,Dorm,38.11356424994008,0.348952965847813,99,1
101341,1.87680291297307,5.4,75.8,Kinesthetic,Quiet Room,5.6304087389192095,-0.881047034152187,72,1
101344,4.668174659538684,6.2,51.7,Visual,Library,36.8785798103556,0.328952965847813,97,1
101346,7.3917919264077,1.3,56.4,Visual,Cafe,51.003364292213135,0.348952965847813,95,1
101347,2.520438582332857,7.0,69.2,Reading,Quiet Room,8.821535038164999,-0.001047034152187,95,1
101352,1.829935536445342,9.0,40.4,Visual,Library,1.829935536445342,0.348952965847813,94,1
101353,3.496834479875221,9.4,81.4,Auditory,Library,13.28797102352584,-0.441047034152187,72,1
101359,4.599755463001507,5.6,88.8,Kinesthetic,Cafe,17.479070759405726,-0.361047034152187,86,1
101360,0.0,3.1,97.2,Reading,Co-Learning Group,0.0,-1.131047034152187,67,1
101362,6.067053757466267,8.1,91.5,Auditory,Cafe,28.515152660091456,0.348952965847813,98,1
101386,1.6175145217420224,8.5,93.1,Reading,Dorm,8.73457841740692,-0.8310470341521872,69,1
101397,5.343323534759765,3.5,51.1,Reading,Cafe,33.12860591551055,-0.2510470341521871,81,1
101400,3.9747733613925,7.4,51.1,Visual,Dorm,21.86125348765875,0.348952965847813,94,1
101403,6.1507091749426746,3.1,80.2,Reading,Dorm,29.52340403972484,-1.051047034152187,68,1
101409,7.4493921040227375,1.2,98.3,Reading,Dorm,14.898784208045477,0.348952965847813,100,1
101416,0.8199673677943933,1.0,66.2,Visual,Co-Learning Group,4.591817259648602,0.348952965847813,100,1
101423,5.476902986211033,1.7,59.0,Auditory,Dorm,36.69525000761392,-0.5510470341521869,71,1
101426,3.392951391255913,4.7,46.4,Visual,Co-Learning Group,33.59021877343354,-0.3410470341521869,81,1
101430,6.3876045013811735,2.1,66.2,Auditory,Library,20.44033440441976,0.348952965847813,100,1
101442,3.9887645151793008,9.8,41.6,Auditory,Cafe,23.134834188039942,-0.5410470341521871,76,1
101443,5.705609772669989,2.9,90.6,Visual,Co-Learning Group,31.95141472695194,-0.4310470341521868,91,1
101445,6.134329253297072,3.2,41.6,Reading,Cafe,23.310451162528874,0.1289529658478128,87,1
101448,3.371224699195187,7.8,81.1,Auditory,Cafe,18.20461337565401,0.3089529658478129,100,1
101450,4.129392721577033,5.5,89.7,Kinesthetic,Co-Learning Group,16.517570886308132,0.348952965847813,100,1
101452,1.4964053873426215,1.5,86.1,Reading,Dorm,12.270524176209497,-0.5310470341521869,77,1
101458,6.142032944437329,2.9,61.2,Reading,Library,24.568131777749315,-0.381047034152187,83,1
101461,5.416730331892633,2.6,43.6,Auditory,Library,13.541825829731582,-0.2910470341521871,67,1
101466,6.978529443536283,2.4,96.9,Kinesthetic,Library,35.59050016203504,-0.2210470341521868,78,1
101468,6.602362040144724,1.7,98.7,Kinesthetic,Co-Learning Group,31.031101588680205,-0.5410470341521871,75,1
101490,3.22307020498926,6.5,74.2,Reading,Dorm,16.1153510249463,-0.2610470341521869,85,1
101491,4.997416703069511,7.4,79.4,Kinesthetic,Co-Learning Group,12.493541757673778,0.348952965847813,100,1
101494,7.665330499685867,7.2,83.9,Visual,Library,40.62625164833509,0.0089529658478131,99,1
101497,4.577678371433507,3.3,68.5,Visual,Cafe,9.613124580010364,0.1089529658478127,91,1
101514,4.605903867089621,3.6,44.4,Auditory,Quiet Room,20.726567401903296,-0.611047034152187,73,1
101526,2.975101419776574,7.3,47.7,Auditory,Dorm,22.313260648324302,-0.6610470341521868,76,1
101530,4.5890352143716,2.8,50.3,Visual,Cafe,6.8835528215574,-0.3910470341521872,78,1
101540,6.625416641492937,4.8,77.1,Reading,Dorm,20.538791588628108,0.348952965847813,99,1
101545,4.720163542191506,2.4,80.5,Kinesthetic,Dorm,27.84896489892989,-1.111047034152187,58,0
101552,5.028889806125514,5.8,67.2,Visual,Co-Learning Group,15.086669418376545,0.348952965847813,100,1
101557,3.477343014004827,3.3,98.8,Reading,Quiet Room,6.259217425208688,0.348952965847813,100,1
101560,5.781567479710032,8.8,63.4,Kinesthetic,Library,29.48599414652116,0.348952965847813,99,1
101562,8.108537980668167,8.6,52.4,Visual,Quiet Room,45.40781269174173,0.348952965847813,100,1
101563,3.6387403880157794,5.4,82.6,Visual,Co-Learning Group,22.56019040569783,0.348952965847813,96,1
101567,4.799958727701623,8.6,48.3,Reading,Dorm,19.19983491080649,0.2489529658478129,100,1
101569,6.864320830233141,2.4,63.0,Visual,Cafe,31.575875819072447,-0.0110470341521868,100,1
101586,9.70169779079348,4.2,51.1,Reading,Dorm,31.045432930539132,0.348952965847813,97,1
101596,3.034164410567735,3.7,99.2,Auditory,Quiet Room,7.5854110264193375,0.348952965847813,100,1
101612,9.050194270737622,2.3,94.0,Kinesthetic,Quiet Room,17.19536911440148,0.178952965847813,100,1
101617,3.5235780162972503,3.8,57.8,Kinesthetic,Quiet Room,18.674963486375425,-0.8110470341521872,72,1
101646,7.753816909780376,1.8,92.2,Auditory,Dorm,48.07366484063833,0.348952965847813,96,1
101649,3.835407602353764,7.0,43.8,Reading,Dorm,38.35407602353765,0.0089529658478131,92,1
101652,3.150619873033224,5.4,59.2,Reading,Cafe,15.4380373778628,-0.7010470341521868,85,1
101662,6.904761451152655,4.8,54.3,Visual,Quiet Room,28.999998094841157,0.348952965847813,100,1
101670,3.496011862548439,5.4,87.3,Reading,Library,14.683249822703443,-0.1410470341521872,90,1
101678,3.832524012556173,9.1,60.4,Auditory,Co-Learning Group,11.49757203766852,0.348952965847813,97,1
101679,8.05657515539455,8.9,49.1,Kinesthetic,Library,46.72813590128838,0.3189529658478132,100,1
101694,5.345232771546623,1.2,68.7,Auditory,Dorm,9.621418988783924,0.348952965847813,100,1
101696,5.863094373911689,5.0,93.2,Reading,Cafe,49.24999274085819,-0.7010470341521868,75,1
